Total Depth,Central Tank Battery,fluid_gal,fluid_gal_per_ft,propp_lbs,propp_lbs_per_ft,max_treat_press,max_treat_rate,cum_oil_365
21244,119442,2478000,253,3400000,347,9300,30,117128
23670,119446,1130052,91,3243220,262,7711,27.1,16594
20800,119468,2564772,320,3216400,402,10027,36.5,137152
20804,119483,3042984,325,3971555,425,7601,36.9,94952
20651,119487,642432.9709,326.5839101,736576.6966,352.6112054,7719.123416,35.56368029,158890
20470,119490,2373000,253,2185130,233,7595,31,128368
21606,119497,2662800,265,3445000,343,9300,40,76916
20710,119503,2131584,222,2588169,269,8269,43.4,97806
21170,119508,1640520,168,2068743,212,8504,40.4,25866
20387,119509,3674244,408,4029300,448,8909,37.3,49029
19715,119511,2440998,282,2164540,250,8483,36.4,171914
22890,119514,1048404,88,3175600,268,7606,44.6,193932
19445,119533,3169194,407,3255513,419,8506,37,121219
20600,217214,1316112,142,1041660,112,8483,32.4,160248
20871,119539,3197880,340,3619160,385,9510,47.3,121204
20825,119548,1623048,168,2413714,250,7632,31.6,74754
20719,119549,2248890,247,2810321,309,8467,30.4,27906
20941,219554,3381420,357,3826140,404,9321,42.2,84750
20570,119571,2296728,245,1800960,192,8834,33.6,105365
20317,119572,1941030,199,3590657,369,9152,31.8,79125
20959,119578,2552928,265,3855207,400,8150,39.5,87173
21026,119586,2109954,219,2589423,268,8250,42.5,133949
21028,119590,2032464,270,2259173,300,7890,41.5,115163
21555,119593,5178558,517,2950243,295,8280,32,102155
20892,119594,5225808,555,3176960,337,8399,32,133550
19852,119597,2331504,280,2596600,312,7052,7052,70931
21000,119600,2929038,307,3806141,400,9055,29,159101
20677,119627,1858668,209,2247873,253,8418,31.3,48439
21133,119637,2084670,227,2328327,254,7903,41.4,117534
20881,219301,2784810,318,2799300,320,8952,38.6,146038
20550,119660,3293304,346,4396529,462,8245,31.5,41362
21892,119668,2963268,297,2888436,290,8693,57,31652
20198,119669,3152646,336,2919133,311,8518,68,70486
20630,119673,2791824,310,3428970,380,11800,37.1,63021
21600,119675,1510509,148,1790892,175.5,8715.5,27,72650
21335,119676,1787478.55,183.4481137,1828971.909,187.4481137,8246.439832,27.59184133,129956
15495,226234,1652196,417,1683214,425,8358,36.8,165268
20322,119680,3231564,353,2674660,292,8477,36.1,174854
20403,219684,1449252,162,2346620,263,8570,42.2,88470
20550,219689,2989896,318,2315960,246,9252,39.3,76019
20610,119690,654744.8541,315.3578451,791560.2489,383.9265959,8495.787521,43.32873247,97402
21103,119691,2199750,214,2469702,240,8547,58,74955
21047,119712,2043300,215,2263958,239,8140,41,90824
20771,119715,2027382,209,2335510,241,7987,40.3,103710
20646,119718,722983.1408,164.0229705,1523905.097,315.2270595,8345.239447,33.17761876,24003
20860,219738,3465168,366,3918293,414,8302,26.7,84028
21161,119740,2555280,272,3013222,321,7935,40.1,135133
21466,119741,1709232,169,2358787,234,9293,31.2,114051
18589,119742,276145.5,37,193050,25.5,6674,31,26529
20665,119750,235998,259,295208,324,8600,26,122133
20400,119753,1399020,157,2218500,249,8716,50.5,58996
19602,119761,1837920,220,2015077,241,9205,34.2,52436
21083,119776,2123268,219,2753266,285,8087,31,94786
19882,119779,3575964,413,4098128,474,8804,37,78167
20879,119795,2571240,274,3495120,372,9300,30,115531
20813,119797,2448852,260,2798725,297,7598,40.6,131298
20570,219807,3178854,338,3727220,396,9435,46.7,109717
20956,119808,2962218,313,3434034,363,9300,30,128118
20497,119813,8284458,878,2477187,262,9101,70,108572
20528,119821,6889050,741,2591249,278,9047,72,90520
20829,119824,826812,149,1169211,211,8620,44.9,81831
20153,119845,2853102,315,2882383,318,8512,36.1,205174
20620,119847,285852,30,117520,12,8744,30.3,51132
20595,119858,2164722,234,3406891,368,8332,40,144181
20804,119859,2049096,223,2777062,302,9342,39.6,68542
20574,219863,9553278,1033,3907212,422,9021,90.1,114000
16201,119864,1745100,312,1159306,207,8545,30.9,125961
21407,119865,677770.4813,334.3189384,906002.0243,424.5626031,5976.926676,32.97720798,163476
20768,119869,889140,96,2062513,224,9021,31.5,49900
21700,219876,3343662,326,4101106,400,9495,43.3,152584
21020,119883,949839.1025,212.4956628,1362071.3,303.9566278,8115.831797,43.44915966,145774
20700,219898,3301536,349,3330826,352,8500,35,208894
22715,119908,2531592,284,2750386,308,8951,58,90162
20910,119915,2519748,263,2862455,299,7574,33.9,134304
21090,119918,2450574,256,2472897,258,8097,41,123760
21285,219933,181860,17,2046060,200,8442,30.3,50523
21110,219933,1577856,156,2281679,226,7937,30.4,76559
20797,219933,2263254,236,2832894,295,8084,30.7,83080
20640,219933,2232300,232,2744862,285,8560,33.8,84581
21361,119959,2649318,263,3405545,338,8831,57,142575
20854,119961,3213420,361,3504900,393,9045,36.9,182586
20090,119979,2902368,311,2823327,303,8601,36.5,189638
20774,119997,3030843,325,3012225,323,8687,62.7,146842
20524,120000,9791376,1044,3556880,379,8746,78.1,81300
20991,120012,2443351,260,2959860,315,9023,43.2,97040
20365,220014,1453284,166,2582300,295,8738,40,86085
21018,120017,2215710,243,3143246,346,9152,32,125487
21080,220022,2419074,248,2408946,247,8856,52.5,84838
20822,120026,2028180,217,2119869,227,8756,32.7,99844
21573,217854,2367624,234,2708757,268,9341,50,76466
21360,120045,1708602,174,2163560,221,8601,32.6,73795
19996,120048,648176.4828,174.5380005,949326.9957,274.155445,7148.872226,39.73437898,150059
20920,120053,3530838,353,3219760,322,8469,62.8,94011
19260,120068,2670276,347,2895186,376,7592,30.7,56740
21567,120077,647925.9936,142.9027477,1157472.242,248.4409987,8453.722267,46.76993501,81722
15722,120084,1518300,318,1780000,373,9300,43,77376
20585,220086,77514,8,3163242,345,9161,36.1,188030
20472,120093,10368918,1150,3704670,411,9296,79,96546
20115,120094,10984470,1224,3981280,443,9179,79.2,101766
20931,120097,2455320,269,3068687,336,9203,41.7,113073
20683,120105,10458042,1102,3696168,389,9175,85.7,118123
21000,120108,3482304,364,3976810,416,8618,32,140354
20570,120118,2576112,272,2495638,264,8832,72,52985
20876,120132,3038154,311,2910292,298,9270,72,79286
20552,120136,2912574,310,3668254,391,7519,35,87175
20931,120142,3188640,326,3157792,323,7808,37,71242
20886,120144,3973032,200,3128040,157,9205,34.5,67938
20959,120155,2961000,287,3400000,329,9300,28,118737
19915,120170,2623026,300,3499582,400,9177,27.1,187662
20329,120185,3459078,377,2903360,316,9712,40.1,61613
21060,120199,0,0,2399613,402,9551,39.7,110499
20300,120201,2624832,279,2759478,293,9122,36,63037
18931,120222,1512378,204,2157789,292,8612,30.8,119596
20400,120224,2586738,277,3256989,349,6250,35,80329
20353,220226,2917740,325,3366320,375,8970,37.8,196783
21224,120266,3155250,319,2803400,283,8351,51.1,60067
20494,120269,3206322,334,2551595,266,8922,36.3,117730
20703,220270,2900562,310,3016289,323,8515,36.9,69525
20406,120277,1922844,211,2775878,305,8584,32.1,92888
17545,120301,0,0,2037500,309,9370,41.4,53700
20916,120316,2580438,268,2252174,234,7974,31,147639
21290,220318,3138240,317,2932947,296,9329,60.3,130316
20770,220319,1965105.373,324.4353839,2210610.012,353.490701,8592.371483,33.79809251,117186
20836,120320,2116460,226,3510781,376,8205,32.2,126188
21358,120323,0,0,1270731.815,245.9450947,6741.405618,40,215611
20600,120324,1063957.298,166.0860561,1191540.037,197.5434883,6933.867464,40,127264
21166,120325,821145.1384,174.2058666,1338234.75,281.9507547,6373.310673,39.5343111,183774
21267,120326,527873.3402,110.9290179,819488.431,171.9448035,6593.312851,39.00964085,192412
21335,120327,370188,154,448000,187,7541,39,184688
19594,220329,5635308,701,9132900,1137,8310,40.6,185456
17134,220329,4632264,800,6743500,1165,8480,46.2,168137
19846,220329,5340678,646,9104780,1102,9340,42.9,149923
17283,220329,1868496,331,2862341,507,9099,30.7,145037
19360,220329,2248008,281,3567197,447,9732,30.1,130565
17449,220329,1809528,294,3683304,598,9302,30.4,140463
20954,120335,2895144,307,4052700,430,9157,31,129548
20457,120336,1487976,165,2124800,236,6136,41.3,17377
19825,120342,3038490,319,3068394,322,8893,41.4,305875
20805,220345,3114426,329,3857420,408,8974,45.2,143122
20757,120347,2772000,300,3500000,378,9300,30,123707
20726,120354,2017596,217,2365540,255,7500,31.5,99791
20115,120355,3200526,354,2895730,320,9168,39.5,56817
20730,120380,1537928.116,166.2475205,1485947.414,160.6051509,8673.587661,37.28162525,68840
20796,120382,2902998,300,2892876,299,8846,38.2,189152
20911,120383,2722230,353,3193560,414,8765,40.3,146656
20450,120386,1827966,277,1827569,277,9975,27,45270
20729,120394,3085698,326,2502661,265,9039,51,30870
20552,120397,1498560,162,2153431,233,7266,34.5,62375
21050,220400,3111024,314,4589375,463,8113,35.1,138681
20687,220319,2257584,443,2290368,449,7921,35,24785
20553,120414,10021032,1082,3697556,399,9270,80.7,81717
20700,120429,2688168,288,2905455,312,8907,55,16152
20615,120433,2719248,295,3162780,344,8793,60,30945
21215,120447,1389842.349,695.7654381,245876.7365,100.4395899,7384.666341,42.58127898,109363
20090,120455,2623740,276,3365301,354,9163,36.9,83904
20967,120456,3433458,362,3701807,390,8688,29,129022
20545,220458,3217242,349,3133896,340,9187,38.2,97609
21375,120459,1520106,153,2180866,220,8929,31.9,97086
20920,120460,1490454,156,2153342,226,8541,31.9,123994
20680,120464,2373924,256,1953082,210,8906,32.2,80284
21357,120465,1812552,181,2561258,256,8912,38.2,115019
20262,120476,3132276,341,2845532,309,9090,36.4,141401
20550,120478,7055160,752,2142793,228,9383,63,82279
21425,120485,3023635,289,2997281,287,9481,61.7,107635
21400,220318,3345762,333,2881079,287,8879,65,149756
21130,120501,2340179,241,2786400,287,10022,35.4,95625
20724,120506,2542722,276,3082535,335,5543,31.4,69788
20292,120509,1239504,138,1950400,217,7233,39.9,50500
20643,120513,4915050,503,9807580,1005,8380,36.1,378809
21505,120516,3496656.188,395.7893443,3788427.122,415.8557948,8741.546348,35.61468593,23939
20650,120519,2216311,234,2348824,248,8719,34.1,54784
20610,120528,0,0,2297100,257,6999,40,71177
20895,220531,3313338,353,3424820,365,9399,43.8,82691
21435,220532,3231564,321,3865005,384,9759,37.4,145822
21022,120538,2010120,208,2347001,243,7555,30.9,120149
21754,120554,2395050,229,3578900,342,9248,32.7,114142
21226,120555,3285030,341,3769680,391,9385,36.8,112526
20773,120566,1943214,192,2550835,253,8400,31.7,69221
16165,120577,1336776,301,2270659,511,8463,28.5,93721
15719,120578,2067240,502,4586886,1114,8846,30.1,139601
20550,120588,3745266,398,3857420,410,9471,38.7,65811
20420,120590,10316922,1108,3823032,410,9554,81.2,99055
19383,229326,3188976,388,3410900,415,9048,38,229112
21045,120592,3036600,300,2996374,296,8743,56.7,95522
21020,120595,2621178,262,3573946,357,8611,28,116922
20639,120596,4591,15,96779,334,7593,29,94498
15402,120601,1194816,324,1922268,521,6809,28.1,66922
20130,220626,2345448,257,3501123,384,8977,33.3,70005
20780,120629,2285136,238,2559960,267,7669,31.2,140745
21500,220630,3212118,319,4009006,398,9496,49.2,161883
21867,219876,3487932,335,4238772,407,8631,44.2,138138
14839,120635,349016.2288,370.8081081,428262.567,450.6078078,7550.670571,48.8987988,155046
14726,120636,553825.0213,299.4680851,766313.6778,413.6048632,6536.24924,40,136626
21815,120638,2302776,217,2730014,258,8252,31.2,142694
20992,220655,3651774,368,3913320,395,9450,47.1,89438
21080,120661,3277554,329,3022758,303,8610,53.3,37607
20375,120666,3172806,339,3605048,385,9488,31.4,66642
21072,120676,2308908,237,2557476,263,7454,30.9,136479
20894,120683,102181,10,2400062,255,9902,31.9,87389
21668,120687,383697.4801,93.72820816,509476.848,117.9871082,7146.49521,32.7054997,182501
21085,120689,2514204,515,2762261,566,9013,35,85374
21718,120710,2276862,213,2856278,267,7166,31.6,107619
20984,220712,3193722,337,3771530,398,9495,44.1,114837
21886,220714,3191706,281,3509220,308,9488,39.5,133606
21808,220715,1871814,185,1619849,160,7836,35.7,91563
21030,120717,3300192,332,3957380,399,9331,43.1,123183
17331,120719,1487514,254,317591,54,8974,0.3,45049
21023,120731,1775172,188,2683689,285,8962,32.9,111489
21545,220732,1699782,170,2510737,252,9029,31.8,124478
21069,120733,3681023,384,2855514,298,8560,64,143460
21073,120734,2771538,279,3348389,337,8844,61,45687
20750,120737,2627898,279,3182025,338,7998,26,95360
19983,120753,1892604,249,2326153,306,9313,32,34517
20699,120761,2618028,283,3650758,395,9308,39.6,92618
21059,120770,2669940,278,3136003,326,8412,35,103459
20594,120777,454818,255,461700,259,6509,40,21255
20682,220780,3302544,361,3071775,336,8781,38,196207
20900,120803,1967952,207,2855979,301,7995,29.9,81825
20577,120804,2372328,249,2745675,289,7906,31.5,143377
20375,120805,2128350,213,2549507,255,8367,31.4,151163
20409,120812,1162221.439,276.1061556,1621791.986,380.8484321,7942.860627,40.35773519,195663
21160,120817,1025855.776,388.5588525,1142561.758,413.4954445,7569.087417,36.62679143,109915
20960,120829,774130.7979,447.5913765,66921.12291,36.43092554,8265.076199,30.85770041,76458
20415,120830,2064804,230,3299963,368,9995,34.9,67419
20764,120834,1119664.027,241.8529981,1783050.802,353.7805211,7846.554671,39.67026966,91088
21318,120835,2119782,214,2241355,226,8774,55.9,87607
20970,120841,1014092.022,354.4553054,1339055.926,474.6018606,6767.641904,36.60504247,45552
21136,120862,2460066,234,2845230,271,9070,31.8,104846
20777,218957,4326042,450,3422831,356,9957,61.1,79225
21087,220890,3212328,345,4576719,491,9269,32,122841
20615,220890,2289924,265,4172087,484,8870,37.6,130765
20679,220890,2705346,306,4052313,459,8540,38.3,172855
18748,220890,2648982,385,363915,52,8762,32.3,151827
20990,120895,2650662,277,3840119,402,8656,26,125258
20774,120898,2251410,235,2884685,301,7600,32.3,95166
20309,120899,4129566,430,3752480,391,9788,39.8,98632
20978,120903,2180598,372,2782136,475,8998,30,125549
20467,220086,3138912,346,3461700,381,9688,58.5,171152
21138,120930,5696610.588,1699.896729,1145773.51,383.0720392,6361.754132,37.61755386,111550
20651,120934,3152310,367,2862920,333,9153,36.1,143490
20778,226093,809722,366.5,93995,42,9191,31.1,55061
20693,226093,1795206,193,1913359,206,9256,31,104859
20772,120947,2229108,227,2910568,296,7129,31.5,89615
20067,120948,2114952,220,2557410,266,8494,31,70986
21915,120956,1153598.814,239.8751254,1960853.886,378.9435835,7954.77333,39.35343963,92595
20175,120957,1863792,264,3149301,446,7378,30.8,32973
18703,120961,2086896,258,3171751,393,8796,34,65173
20560,120971,2596524,274,2780580,294,8795,64,68276
20373,120972,2344650,259,2773260,306,7065,30.6,132446
21230,120973,2286186,233,2876090,293,7510,31.2,140992
16540,120981,3077466,584,5207630,989,9188,38.8,150187
15109,120995,1645378,437,2207139,586,8136,43.6,82982
15730,218411,1368066,360,1533983,404,8999,28.7,58444
21046,121025,1222368,128,2576360,270,8198,30.8,53093
20900,221033,3171462,309,3631360,354,9318,39.9,127318
20735,221052,3351558,375,3190915,357,9190,39.2,138952
20635,221054,3309432,363,3166880,347,9021,37,150628
21024,121057,1202297.105,256.9253884,1732092.359,372.5541445,7351.884341,40,87414
21105,121058,780598.7422,363.1752343,546502.6506,278.6331995,6319.25743,37.92242303,43193
20322,121082,1164996,182,1602645,250,8264,39.7,34214
20740,121084,2675400,284,2870626,305,8363,31,128142
20188,121085,2680818,276,3044784,313,8292,33.8,122286
20725,121088,2603916,296,3162251,360,8519,31.8,66705
20292,121096,3048948,333,3153169,345,8633,36,70420
21353,121101,2976624,295,2601191,258,8469,59.4,104664
20680,121105,3302502,344,3669780,382,9417,39.2,96311
19210,121118,1886304,221,2743574,322,9049,31.6,54940
19820,216695,1745520,203,1530044,177,8001,25.5,63456
20780,121124,2259684,231,2905530,297,7410,31.7,86201
21358,121128,2168838,223,2279778,234,8150,31.1,75976
20839,121142,2962638,295,3984000,397,8542,33.6,53110
18174,121148,2519832,365,2221379,321,7379,30,100155
20735,121153,3302208,344,3829700,399,9693,39,105891
21780,121154,2458848,238,3089720,299,9464,37.7,105999
21191,121167,3851106,394,3125260,320,9428,33.3,92465
21073,121181,126000,42000,165100,55033,7957,28.4,14076
21085,121182,2124108,410,1546067,298,9272,28.5,52521
21856,221183,2351286,460,1904689,372,9200,30.8,62791
20761,221183,4125744,474,4167270,479,8582,38.8,97004
20439,121189,3178602,335,3761760,397,9347,37.7,90436
21020,121190,3654126,366,4775400,478,9215,38.7,93925
20780,121191,2315040,241,2856031,297,7629,31,99017
21076,121192,2880360,299,4000000,415,9300,30,111685
20588,121200,2023140,214,1576211,167,5896,27.4,46210
21086,121201,2254014,239,2393916,254,8861,35,68358
18911,121208,1625526,221,1589099,216,9248,30.5,103246
20246,121210,1423212,164,2612860,302,8671,40.8,66238
21115,121217,1014302,153,811193,123,9073,39.3,45007
20716,121234,2170938,292,2691020,362,7873,32.3,71407
20730,121244,3179190,338,3740820,398,9270,39.3,118331
21097,121245,3314136,338,3884520,396,9547,39.9,116431
21093,121250,2055606,211,2882611,297,8121,31,114532
20620,221257,2453934,265,2751423,297,9121,73.6,81713
21225,121258,3622458,364,3030747,304,9141,62,137751
20815,222116,1551102,163,2297330,241,9544,41.2,69991
20850,121266,1822380,184,1450600,146,8842,45.5,52371
20803,221282,3341604,348,3614384,376,8500,54,117715
20119,221289,3249540,404,2330789,290,9827,50,104784
20350,121290,1186416,206,1875700,325,8278,42.7,25085
19924,121303,3352356,483,3323925,479,8800,35.9,115717
21020,121306,3946278,426,4166764,450,8297,39.1,138423
21014,221308,3716160,405,4097535,446,9239,38.3,158179
21180,221308,0,0,4334933,469,9490,36.8,118397
20540,121312,1543458,165,1659060,178,8352,34.4,150916
19470,121316,2003610,240,2348811,282,8462,33.6,70255
19510,121324,1758582,200,1801645,205,9516,32.5,47693
20702,121325,139020,130,53312,50,9000,30,20589
20505,221331,3139836,349,3449181,383,8780,40.6,158333
16048,121332,1095150,258,2113945,499,8196,35.3,53901
21495,121337,1100989,141,2246156,288,9108,43.3,63123
20466,121338,2035740,273,2435693,326,9638,35.8,64398
20620,121372,9823422,1060,3622743,391,9303,81,83002
20660,121383,2850036,34756,3590330,43784,8055,40.6,106320
20200,121390,3942120,479,4262541,518,9158,35,86845
20810,121391,3675420,411,4221666,472,9142,37,97209
20954,221392,3830526,509,4317308,573,9310,36.6,70627
20988,221392,3763578,403,4158778,446,8923,36.5,91122
20872,121394,1776600,266,2491000,373,9300,30,87889
20498,121396,1924230,265,2413129,332,9150,37.7,74753
20462,121397,1690878,200,3310858,391,7211,33.3,185392
19687,121398,1434846,167,2877380,336,6253,31,185380
20781,121401,2481822,265,3726388,398,9277,26.1,108615
19929,121402,2328186,266,2020901,231,8190,35.9,149480
